PLAYER,TEAM,TEAM_ID,SEASON,GP,MIN,%FGA 2PT,%FGA 3PT,%PTS 2PT,%PTS 2PT MR,%PTS 3PT,%PTS FBPs,%PTS FT,%PTS OffTO,%PTS PITP,2FGM %AST,2FGM %UAST,3FGM %AST,3FGM %UAST,FGM %AST,FGM %UAST
Awak Kuier,Dallas Wings,1611661321,1997,15,7.9,63.6,36.4,70,0,0,20,30,20,70,57.1,42.9,0,0,57.1,42.9
Crystal Dangerfield,Dallas Wings,1611661321,1997,11,28.5,58.5,41.5,51.5,20.6,37.1,8.2,11.4,16.5,30.9,36,64,83.3,16.7,51.4,48.6
Jasmine Dickey,Dallas Wings,1611661321,1997,14,6.2,97.1,2.9,89.7,27.6,0,20.7,10.3,27.6,62.1,84.6,15.4,0,0,84.6,15.4
Kalani Brown,Dallas Wings,1611661321,1997,12,21.2,100,0,71.6,6.3,0,4.2,28.4,10.5,65.3,61.8,38.2,0,0,61.8,38.2
Maddy Siegrist,Dallas Wings,1611661321,1997,15,8,83.3,16.7,72.7,0,13.6,18.2,13.7,18.2,72.7,50,50,100,0,55.6,44.4
Natasha Howard,Dallas Wings,1611661321,1997,15,33,72.9,27.1,62.7,4.8,21.4,18.7,15.9,28.2,57.9,60.8,39.2,100,0,68,32
Odyssey Sims,Dallas Wings,1611661321,1997,4,20.9,73.9,26.1,73.7,0,15.8,26.3,10.5,36.8,73.7,71.4,28.6,100,0,75,25
Satou Sabally,Dallas Wings,1611661321,1997,15,34.4,63.2,36.8,48,9.3,26.9,11.5,25.1,12.9,38.7,44.8,55.2,92,8,57.6,42.4
Teaira McCowan,Dallas Wings,1611661321,1997,5,23,97,3,78,9.8,0,4.9,22,4.9,68.3,68.8,31.3,0,0,68.8,31.3
Veronica Burton,Dallas Wings,1611661321,1997,15,21.6,42.6,57.4,21.7,0,45.7,15.2,32.6,10.9,21.7,40,60,100,0,75,25
Aneta Kausaite,Dallas Wings,1611661321,1998,10,5.7,90,10,71.4,28.6,0,0,28.6,28.6,42.9,20,80,0,0,20,80
Angela Hamblin,Dallas Wings,1611661321,1998,6,4.8,75,25,33.3,0,50,50,16.7,33.3,33.3,100,0,0,100,50,50
Carla Boyd,Dallas Wings,1611661321,1998,30,27.3,75.8,24.2,57.1,17.1,23.3,14.7,19.6,10.2,40,64.3,35.7,100,0,71.9,28.1
Cindy Brown,Dallas Wings,1611661321,1998,30,32.3,77.2,22.8,59.9,7.9,16.9,4,23.2,20.9,52,48.1,51.9,100,0,56.3,43.7
Gergana Branzova,Dallas Wings,1611661321,1998,26,7.8,93.8,6.2,84.1,31.9,0,5.8,15.9,26.1,52.2,75.9,24.1,0,0,75.9,24.1
Korie Hlede,Dallas Wings,1611661321,1998,27,33.8,78.6,21.4,55.5,25.1,22.8,18.8,21.7,22.8,30.4,34.9,65.1,69,31,42.2,57.8
Lynette Woodard,Dallas Wings,1611661321,1998,27,14.1,100,0,75.8,23.2,0,17.9,24.2,24.2,52.6,38.9,61.1,0,0,38.9,61.1
Mfon Udoka,Dallas Wings,1611661321,1998,3,8.2,100,0,50,0,0,0,50,25,50,100,0,0,0,100,0
Rachael Sporn,Dallas Wings,1611661321,1998,30,17.8,100,0,88.2,7.4,0,15.4,11.8,14.7,80.9,71.7,28.3,0,0,71.7,28.3
Razija Brcaninovic,Dallas Wings,1611661321,1998,30,23.2,100,0,77.9,11,0,0,22.1,17.6,66.9,74.5,25.5,0,0,74.5,25.5
Rhonda Blades,Dallas Wings,1611661321,1998,29,11.8,35.9,64.1,24.2,3,54.5,12.1,21.3,37.9,21.2,25,75,75,25,55,45
Sandy Brondello,Dallas Wings,1611661321,1998,30,33.1,88,12,66.2,38.5,11.3,15,22.5,25.8,27.7,41.1,58.9,43.8,56.3,41.4,58.6
Tajama Abraham,Dallas Wings,1611661321,1998,12,3.5,100,0,55.6,11.1,0,0,44.4,11.1,44.4,60,40,0,0,60,40
Astou Ndiaye-Diatta,Dallas Wings,1611661321,1999,31,14.2,99.4,0.6,85.4,32.9,0,8.5,14.6,28,52.4,75.7,24.3,0,0,75.7,24.3
Carla Boyd,Dallas Wings,1611661321,1999,32,21.6,71.1,28.9,61.5,21.3,28.4,8.9,10.1,16,40.2,80.8,19.2,93.8,6.3,83.8,16.2
Cindy Brown,Dallas Wings,1611661321,1999,21,23.4,79.5,20.5,54.2,6.9,14.6,4.9,31.2,25,47.2,61.5,38.5,100,0,67.4,32.6
Claudia Neves,Dallas Wings,1611661321,1999,30,10.3,36.8,63.2,28.9,0,55.3,7.9,15.8,26.3,28.9,9.1,90.9,85.7,14.3,52,48
Dominique Canty,Dallas Wings,1611661321,1999,26,24.6,92.6,7.4,58.6,7.2,3.6,14.5,37.8,30.9,51.4,31.5,68.5,100,0,34.2,65.8
Elena Tornikidou,Dallas Wings,1611661321,1999,11,7.8,100,0,90,30,0,20,10,40,60,66.7,33.3,0,0,66.7,33.3
Jennifer Azzi,Dallas Wings,1611661321,1999,28,29.7,67.8,32.2,41.7,11.3,29.8,12.3,28.5,28.8,30.5,17.5,82.5,83.3,16.7,38.7,61.3
Korie Hlede,Dallas Wings,1611661321,1999,21,19.4,86,14,64.1,28.3,13,16.8,22.9,25.5,35.9,54.2,45.8,50,50,53.7,46.3
Lesley Brown,Dallas Wings,1611661321,1999,13,3.2,87.5,12.5,63.2,21.1,15.8,0,21,0,42.1,50,50,100,0,57.1,42.9
Olympia Scott,Dallas Wings,1611661321,1999,8,6.5,100,0,75,25,0,0,25,18.8,50,83.3,16.7,0,0,83.3,16.7
Rachael Sporn,Dallas Wings,1611661321,1999,18,18.9,98.9,1.1,83,26.4,0,11.3,17,20.8,56.6,81.8,18.2,0,0,81.8,18.2
Sandy Brondello,Dallas Wings,1611661321,1999,32,31.3,78.1,21.9,54.4,38.8,26.2,10.6,19.4,23.6,15.6,45.2,54.8,62.2,37.8,49.3,50.7
Val Whiting,Dallas Wings,1611661321,1999,31,24.6,100,0,75.2,6.9,0,3,24.8,17.8,68.3,65.8,34.2,0,0,65.8,34.2
Wanda Guyton,Dallas Wings,1611661321,1999,11,8.9,100,0,38.1,0,0,9.5,61.9,38.1,38.1,75,25,0,0,75,25
Wendy Palmer,Dallas Wings,1611661321,1999,11,26.2,86.3,13.7,62.2,4.4,6.7,3.7,31.1,21.5,57.8,64.3,35.7,100,0,66.7,33.3
Anna DeForge,Dallas Wings,1611661321,2000,27,16.1,55.6,44.4,45.5,15.2,37.2,29.7,17.3,31.7,30.3,51.5,48.5,88.9,11.1,64.7,35.3
Astou Ndiaye-Diatta,Dallas Wings,1611661321,2000,32,27.1,98.2,1.8,90.8,35.8,0.9,9.5,8.3,21.1,54.9,61.8,38.2,100,0,62,38
Barbara Farris,Dallas Wings,1611661321,2000,14,9.2,96.7,3.3,66.7,0,0,4.4,33.3,28.9,66.7,53.3,46.7,0,0,53.3,46.7
Claudia Neves,Dallas Wings,1611661321,2000,30,21.1,44.6,55.4,39.1,3.4,46.9,24,14,34.1,35.8,34.3,65.7,85.7,14.3,57.1,42.9
Dominique Canty,Dallas Wings,1611661321,2000,28,27.9,97.5,2.5,64.6,8.6,0,21.4,35.4,30,56,45.8,54.2,0,0,45.8,54.2
Edwina Brown,Dallas Wings,1611661321,2000,32,19.5,97.6,2.4,62.8,10.6,1.6,15.4,35.6,26.1,52.1,35.6,64.4,100,0,36.7,63.3
Elena Tornikidou,Dallas Wings,1611661321,2000,32,27.1,96.7,3.3,73.3,27.9,0.9,10.3,25.8,19.7,45.5,54.5,45.5,100,0,54.9,45.1
Joy Holmes,Dallas Wings,1611661321,2000,29,9.3,84.3,15.7,63.7,15.4,13.2,15.4,23.1,30.8,48.4,51.7,48.3,100,0,57.6,42.4
Madinah Slaise,Dallas Wings,1611661321,2000,3,2.2,50,50,0,0,0,0,100,0,0,0,0,0,0,0,0
Oksana Zakaluzhnaya,Dallas Wings,1611661321,2000,23,11.3,90.4,9.6,78.7,42.7,10.1,6.7,11.2,11.2,36,77.1,22.9,100,0,78.9,21.1
Olympia Scott,Dallas Wings,1611661321,2000,28,13.2,97.8,2.2,74,16,0,24,26,22,58,59.5,40.5,0,0,59.5,40.5
Tamicha Jackson,Dallas Wings,1611661321,2000,17,15.6,69.8,30.2,56.9,25.9,20.7,37.9,22.4,30.2,31,12.1,87.9,62.5,37.5,22,78
Wendy Palmer,Dallas Wings,1611661321,2000,32,28.6,87.1,12.9,70.3,5,8.2,10,21.5,22.7,65.3,71,29,91.7,8.3,72.5,27.5
Astou Ndiaye-Diatta,Dallas Wings,1611661321,2001,32,28.5,95.6,4.4,80.3,25.5,4,7.7,15.7,18.6,54.8,64.9,35.1,80,20,65.4,34.6
Barbara Farris,Dallas Wings,1611661321,2001,31,18,100,0,71.3,3.1,0,7.8,28.7,20.9,68.2,73.9,26.1,0,0,73.9,26.1
Carla Boyd,Dallas Wings,1611661321,2001,21,10.9,46.3,53.7,32,16,44,4,24,14.7,16,91.7,8.3,100,0,95.7,4.3
Claudia Neves,Dallas Wings,1611661321,2001,22,18.4,44.7,55.3,31.6,4.2,60,22.1,8.4,33.7,27.4,6.7,93.3,78.9,21.1,47.1,52.9
Deanna Nolan,Dallas Wings,1611661321,2001,27,20.2,62.4,37.6,44.8,20.8,32.8,14.1,22.4,24,24,44.2,55.8,57.1,42.9,48.4,51.6
Dominique Canty,Dallas Wings,1611661321,2001,32,19.5,97.4,2.6,70.1,5.1,1.5,6.6,28.4,21.8,65,39.1,60.9,100,0,40,60
Edwina Brown,Dallas Wings,1611661321,2001,32,25,77.2,22.8,54.9,18.6,25.3,10.5,19.8,33.8,36.3,16.9,83.1,75,25,30.6,69.4
Elena Tornikidou,Dallas Wings,1611661321,2001,32,24.4,80.3,19.7,58,28.7,21.5,4.2,20.5,18.9,29.3,57.3,42.7,86.4,13.6,63.1,36.9
Jae Kingi-Cross,Dallas Wings,1611661321,2001,29,21.6,38,62,26,9.5,58.6,10.7,15.4,27.8,16.6,40.9,59.1,81.8,18.2,65.5,34.5
Kelly Santos,Dallas Wings,1611661321,2001,14,10.9,97.6,2.4,76.9,19.2,0,5.8,23.1,30.8,57.7,80,20,0,0,80,20
Rachael Sporn,Dallas Wings,1611661321,2001,23,11.5,100,0,92.7,24.4,0,9.8,7.3,24.4,68.3,84.2,15.8,0,0,84.2,15.8
Wendy Palmer,Dallas Wings,1611661321,2001,22,29.6,84.7,15.3,68.7,9.4,14.2,5.6,17.1,20.2,59.2,77.5,22.5,90.9,9.1,79.1,20.9
Astou Ndiaye-Diatta,Dallas Wings,1611661321,2002,32,24.2,99.3,0.7,91.6,24,0,6.5,8.4,18.9,67.6,73,27,0,0,73,27
Ayana Walker,Dallas Wings,1611661321,2002,32,17.2,94.6,5.4,75.3,25.9,3.7,13.6,21,30.9,49.4,52.5,47.5,100,0,54,46
Barbara Farris,Dallas Wings,1611661321,2002,32,17.7,99.1,0.9,68.5,16.8,0,5.6,31.5,15.4,51.7,73.5,26.5,0,0,73.5,26.5
Begona Garcia,Dallas Wings,1611661321,2002,8,7.8,45.5,54.5,0,0,75,0,25,50,0,0,0,100,0,100,0
Deanna Nolan,Dallas Wings,1611661321,2002,32,25.1,54,46,44,18.1,45.5,17,10.5,22,26,44.3,55.7,83.3,16.7,60.2,39.8
Dominique Canty,Dallas Wings,1611661321,2002,28,22.4,96.8,3.2,63.8,21.3,1.9,10.6,34.3,28.1,42.5,39.2,60.8,100,0,40.4,59.6
Edwina Brown,Dallas Wings,1611661321,2002,28,19.6,90.8,9.2,64.3,19.1,15.7,8.7,20,17.4,45.2,24.3,75.7,66.7,33.3,30.2,69.8
Elaine Powell,Dallas Wings,1611661321,2002,15,26.4,81.8,18.2,64.9,14.9,12.2,26.4,22.9,26.4,50,45.8,54.2,66.7,33.3,48.1,51.9
Jill Chapman-Daily,Dallas Wings,1611661321,2002,19,6.3,96.3,3.7,90.9,18.2,0,0,9.1,27.3,72.7,90,10,0,0,90,10
Kelly Santos,Dallas Wings,1611661321,2002,12,14.1,100,0,72.7,27.3,0,0,27.3,15.9,45.5,87.5,12.5,0,0,87.5,12.5
Lenae Williams,Dallas Wings,1611661321,2002,27,6.6,46.5,53.5,46.6,21.9,53.4,13.7,0,30.1,24.7,47.1,52.9,100,0,70,30
Oksana Zakaluzhnaya,Dallas Wings,1611661321,2002,3,3.2,100,0,100,0,0,0,0,100,100,100,0,0,0,100,0
Stacy Clinesmith,Dallas Wings,1611661321,2002,12,8.7,28.6,71.4,14.8,14.8,66.7,3.7,18.5,0,0,50,50,50,50,50,50
Swin Cash,Dallas Wings,1611661321,2002,32,33.7,82.2,17.8,55.3,6.3,8.2,15.8,36.5,16.2,48.9,61.1,38.9,69.2,30.8,61.8,38.2
Wendy Palmer,Dallas Wings,1611661321,2002,16,29,60.8,39.2,50,8.7,31,6,19,15.8,41.3,76.1,23.9,100,0,83.1,16.9
Astou Ndiaye-Diatta,Dallas Wings,1611661321,2003,11,6.4,100,0,100,70,0,20,0,10,30,60,40,0,0,60,40
Ayana Walker,Dallas Wings,1611661321,2003,34,7.8,100,0,85.7,32.1,0,21.4,14.3,23.2,53.6,62.5,37.5,0,0,62.5,37.5
Barbara Farris,Dallas Wings,1611661321,2003,34,15.2,100,0,67.7,11,0,5.5,32.3,16.5,56.7,76.7,23.3,0,0,76.7,23.3
Cheryl Ford,Dallas Wings,1611661321,2003,32,29.9,100,0,74.4,11.6,0,3.8,25.6,22.4,62.8,69.5,30.5,0,0,69.5,30.5
Deanna Nolan,Dallas Wings,1611661321,2003,32,29.8,63.5,36.5,44.4,19.7,36.4,20.5,19.2,26.5,24.7,44.3,55.7,79.2,20.8,56.6,43.4
Elaine Powell,Dallas Wings,1611661321,2003,33,28.5,91.4,8.6,66.2,6.1,7.1,30.7,26.7,28.4,60.1,42.9,57.1,100,0,46.7,53.3
Kedra Holland-Corn,Dallas Wings,1611661321,2003,34,20.5,46.6,53.4,36.5,12.8,48.1,23.4,15.4,28.5,23.7,33.3,66.7,74,26,52.3,47.7
Petra Ujhelyi,Dallas Wings,1611661321,2003,14,5,100,0,100,0,0,0,0,50,100,50,50,0,0,50,50
Ruth Riley,Dallas Wings,1611661321,2003,34,29.3,100,0,70.3,17.1,0,2.8,29.7,15.9,53.2,73,27,0,0,73,27
Sheila Lambert,Dallas Wings,1611661321,2003,27,6.9,75.8,24.2,39.1,20.7,24.1,19.5,36.8,26.4,18.4,23.5,76.5,85.7,14.3,41.7,58.3
Stacey Thomas,Dallas Wings,1611661321,2003,11,7.4,68.8,31.3,53.3,13.3,20,26.7,26.7,26.7,40,25,75,100,0,40,60
Swin Cash,Dallas Wings,1611661321,2003,33,33.3,90.7,9.3,66.8,11.3,6.6,20.8,26.6,18.4,55.5,57.9,42.1,100,0,60.5,39.5
Tamara Moore,Dallas Wings,1611661321,2003,15,4.4,75,25,76.2,9.5,0,9.5,23.8,0,66.7,62.5,37.5,0,0,62.5,37.5
Amisha Carter,Dallas Wings,1611661321,2004,2,6.7,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0
Ayana Walker,Dallas Wings,1611661321,2004,18,8,100,0,88.9,11.1,0,11.1,11.1,22.2,77.8,62.5,37.5,0,0,62.5,37.5
Barbara Farris,Dallas Wings,1611661321,2004,26,16.3,100,0,69.5,3.4,0,8.5,30.5,18.6,66.1,78,22,0,0,78,22
Chandi Jones,Dallas Wings,1611661321,2004,31,12.8,68.9,31.1,54.2,18.7,22.4,19.6,23.4,30.8,35.5,37.9,62.1,100,0,51.4,48.6
Cheryl Ford,Dallas Wings,1611661321,2004,31,29.5,100,0,71.7,10.3,0,5.2,28.3,16.4,61.4,66.1,33.9,0,0,66.1,33.9
Deanna Nolan,Dallas Wings,1611661321,2004,34,33.5,73.8,26.2,57.3,28.9,21.3,21.1,21.4,22.8,28.4,52.6,47.4,78.8,21.2,57.8,42.2
Elaine Powell,Dallas Wings,1611661321,2004,30,25.3,100,0,79.4,13.7,0,13.7,20.6,23.7,65.6,40.4,59.6,0,0,40.4,59.6
Iciss Tillis,Dallas Wings,1611661321,2004,31,9.3,75.7,24.3,69.9,19.3,21.7,19.3,8.4,19.3,50.6,75.9,24.1,83.3,16.7,77.1,22.9
Isabel Sanchez,Dallas Wings,1611661321,2004,10,6.1,64.3,35.7,36.4,0,27.3,40.9,36.3,22.7,36.4,50,50,100,0,66.7,33.3
Jae Kingi-Cross,Dallas Wings,1611661321,2004,5,3.1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
Merlakia Jones,Dallas Wings,1611661321,2004,33,15.7,92.7,7.3,80,51.1,6.7,11.7,13.3,23.3,28.9,62.5,37.5,50,50,61.8,38.2
Ruth Riley,Dallas Wings,1611661321,2004,34,30.4,99.4,0.6,80.4,38.1,0.8,1.6,18.8,20.1,42.3,78.3,21.7,100,0,78.4,21.6
Stacey Thomas,Dallas Wings,1611661321,2004,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
Stacy Stephens,Dallas Wings,1611661321,2004,7,5.3,100,0,100,0,0,0,0,50,100,100,0,0,0,100,0
Swin Cash,Dallas Wings,1611661321,2004,32,34.5,94,6,65.4,14.1,4.6,24.5,30,20.7,51.3,62.8,37.2,62.5,37.5,62.8,37.2
Andrea Stinson,Dallas Wings,1611661321,2005,18,5.6,56.5,43.5,54.5,9.1,27.3,18.2,18.2,31.8,45.5,16.7,83.3,100,0,37.5,62.5
Ayana Walker,Dallas Wings,1611661321,2005,12,20.1,100,0,84.7,16.9,0,30.5,15.3,22,67.8,64,36,0,0,64,36
Barbara Farris,Dallas Wings,1611661321,2005,34,13.1,100,0,60.2,14.5,0,16.9,39.8,26.5,45.8,72,28,0,0,72,28
Chandi Jones,Dallas Wings,1611661321,2005,21,15.6,67.3,32.7,44.8,16,43.2,12,12,32,28.8,25,75,94.4,5.6,52.2,47.8
Cheryl Ford,Dallas Wings,1611661321,2005,33,28.2,100,0,76.7,5.1,0,5.1,23.3,19.8,71.6,56.7,43.3,0,0,56.7,43.3
Deanna Nolan,Dallas Wings,1611661321,2005,33,36.7,80.5,19.5,59.5,27.9,16,16,24.5,25.6,31.7,40.4,59.6,78.6,21.4,46.2,53.8
Elaine Powell,Dallas Wings,1611661321,2005,29,23.2,98.6,1.4,76.1,8.6,0,22.1,23.9,16.6,67.5,41.9,58.1,0,0,41.9,58.1
Kara Braxton,Dallas Wings,1611661321,2005,33,13.9,99.5,0.5,85.5,10.6,0,11.5,14.5,20.7,74.9,73.2,26.8,0,0,73.2,26.8
Katie Smith,Dallas Wings,1611661321,2005,13,30.3,48.6,51.4,35.5,21,43.5,11.3,21,32.3,14.5,45.5,54.5,83.3,16.7,62.5,37.5
Niele Ivey,Dallas Wings,1611661321,2005,12,8.3,47.8,52.2,28.6,14.3,64.3,0,7.1,0,14.3,0,100,100,0,60,40
Plenette Pierson,Dallas Wings,1611661321,2005,23,19.4,99.2,0.8,60.7,9,1.7,12.4,37.6,15.2,51.7,55.6,44.4,100,0,56.4,43.6
Ruth Riley,Dallas Wings,1611661321,2005,33,26.1,95.5,4.5,77.3,43,3.6,0.8,19.1,20.7,34.3,76.3,23.7,100,0,77,23
Sheila Lambert,Dallas Wings,1611661321,2005,12,12.6,84.4,15.6,78.8,48.5,9.1,27.3,12.1,21.2,30.3,15.4,84.6,0,100,14.3,85.7
Stacey Thomas,Dallas Wings,1611661321,2005,17,7.7,91.7,8.3,33.3,0,0,16.7,66.7,16.7,33.3,50,50,0,0,50,50
Swin Cash,Dallas Wings,1611661321,2005,21,21.7,92.1,7.9,77.3,20.2,5,7.6,17.7,19.3,57.1,52.2,47.8,0,100,50,50
Angelina Williams,Dallas Wings,1611661321,2006,21,6.2,81.4,18.6,58.5,19.5,14.6,9.8,26.9,14.6,39,58.3,41.7,100,0,64.3,35.7
Cheryl Ford,Dallas Wings,1611661321,2006,32,28.7,100,0,70.9,1.8,0,4.3,29.1,17.4,69.1,65,35,0,0,65,35
Deanna Nolan,Dallas Wings,1611661321,2006,34,32.1,73.4,26.6,56.8,25.2,25,18.4,18.2,18.4,31.6,39.1,60.9,82.1,17.9,48.8,51.2
Elaine Powell,Dallas Wings,1611661321,2006,11,10.6,87.5,12.5,42.9,14.3,0,0,57.1,14.3,28.6,0,100,0,0,0,100
Irina Osipova,Dallas Wings,1611661321,2006,2,5.8,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
Jacqueline Batteast,Dallas Wings,1611661321,2006,26,6.6,73.6,26.4,70.6,47.1,17.6,2.9,11.8,32.4,23.5,75,25,100,0,78.6,21.4
Kara Braxton,Dallas Wings,1611661321,2006,34,10.6,98.6,1.4,79.5,8.2,0,4.1,20.5,22.6,71.2,63.8,36.2,0,0,63.8,36.2
Katie Smith,Dallas Wings,1611661321,2006,34,33.5,46.7,53.3,32.2,15.1,44.5,15.6,23.3,17.3,17.1,42.2,57.8,79.7,20.3,60.2,39.8
Kedra Holland-Corn,Dallas Wings,1611661321,2006,34,11.8,40.8,59.2,32.9,12.9,60,14.3,7.1,31.4,20,60.9,39.1,89.3,10.7,76.5,23.5
Plenette Pierson,Dallas Wings,1611661321,2006,34,16.7,98.3,1.7,74.5,16.4,0,10.5,25.5,19.5,58.2,59.8,40.2,0,0,59.8,40.2
Ruth Riley,Dallas Wings,1611661321,2006,34,25.8,96.4,3.6,90,53,3.6,4.8,6.4,15.7,36.9,78.6,21.4,100,0,79.1,20.9
Sabrina Palie,Dallas Wings,1611661321,2006,11,4.5,80,20,50,33.3,50,0,0,16.7,16.7,66.7,33.3,100,0,80,20
Swin Cash,Dallas Wings,1611661321,2006,34,29.2,96,4,68.7,20.7,0.8,16.2,30.5,22.3,48,57.7,42.3,0,100,57.3,42.7
Amy Sanders,Dallas Wings,1611661321,2007,6,1.5,100,0,0,0,0,0,100,50,0,0,0,0,0,0,0
Ayana Walker,Dallas Wings,1611661321,2007,2,21.6,100,0,85.7,0,0,0,14.3,0,85.7,66.7,33.3,0,0,66.7,33.3
Cheryl Ford,Dallas Wings,1611661321,2007,15,30.7,100,0,72.8,21.5,0,6.2,27.2,22.1,51.3,64.8,35.2,0,0,64.8,35.2
Deanna Nolan,Dallas Wings,1611661321,2007,34,34.5,75.6,24.4,63.3,36.2,25,13.7,11.7,28.4,27.1,47.4,52.6,93.5,6.5,57,43
Elaine Powell,Dallas Wings,1611661321,2007,32,10,100,0,73.3,10,0,23.3,26.7,25,63.3,54.5,45.5,0,0,54.5,45.5
Iciss Tillis,Dallas Wings,1611661321,2007,8,3.3,66.7,33.3,100,0,0,0,0,100,100,50,50,0,0,50,50
Ivory Latta,Dallas Wings,1611661321,2007,31,7.8,43.7,56.3,25.8,10.8,71,16.1,3.2,20.4,15.1,16.7,83.3,72.7,27.3,52.9,47.1
Kara Braxton,Dallas Wings,1611661321,2007,31,16.8,100,0,81.2,10.2,0,3,18.8,14.2,71.1,65,35,0,0,65,35
Katie Mattera,Dallas Wings,1611661321,2007,34,13.9,100,0,78,11.3,0,0,22,14.1,66.7,56.5,43.5,0,0,56.5,43.5
Katie Smith,Dallas Wings,1611661321,2007,34,34.3,44.8,55.2,29.8,18.7,40.7,10.9,29.5,19.3,11.1,38.8,61.2,78.7,21.3,57.8,42.2
Plenette Pierson,Dallas Wings,1611661321,2007,34,25.2,98.4,1.6,75.3,20.7,0,8.3,24.7,19.7,54.5,56.4,43.6,0,0,56.4,43.6
Shannon Johnson,Dallas Wings,1611661321,2007,33,16.7,57.8,42.2,29,10.4,45.1,17.1,25.9,20.2,18.7,32.1,67.9,62.1,37.9,47.4,52.6
Swin Cash,Dallas Wings,1611661321,2007,31,30.6,99,1,73.3,25.6,0,14.5,26.7,14,47.7,60.3,39.7,0,0,60.3,39.7
Tausha Mills,Dallas Wings,1611661321,2007,5,10.2,100,0,80,26.7,0,0,20,26.7,53.3,33.3,66.7,0,0,33.3,66.7
Tyresa Smith,Dallas Wings,1611661321,2007,1,7.2,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0
Alexis Hornbuckle,Dallas Wings,1611661321,2008,34,22,74.7,25.3,51.1,13,26.1,19.6,22.8,26.6,38,34,66,93.8,6.3,49.2,50.8
Ashley Shields,Dallas Wings,1611661321,2008,7,6.2,59.1,40.9,45.5,18.2,40.9,27.3,13.6,45.5,27.3,40,60,100,0,62.5,37.5
Cheryl Ford,Dallas Wings,1611661321,2008,24,26.5,100,0,73.3,7.4,0,4.1,26.7,16.9,65.8,58.4,41.6,0,0,58.4,41.6
Chrissy Givens,Dallas Wings,1611661321,2008,3,3.2,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0
Deanna Nolan,Dallas Wings,1611661321,2008,34,33.6,75.3,24.7,64.3,40.5,24,14.5,11.7,25.1,23.8,45.7,54.3,81.4,18.6,52.8,47.2
Elaine Powell,Dallas Wings,1611661321,2008,16,19.6,95.9,4.1,79.3,20.7,5.2,10.3,15.5,29.3,58.6,56.5,43.5,0,100,54.2,45.8
Kara Braxton,Dallas Wings,1611661321,2008,33,17.9,99.2,0.8,72.5,10.2,0,6.4,27.5,25.1,62.4,80.4,19.6,0,0,80.4,19.6
Katie Smith,Dallas Wings,1611661321,2008,34,33.9,48.5,51.5,32.4,22,45.6,8.2,22,19.8,10.4,38.3,61.7,77.6,22.4,57.3,42.7
Kelly Schumacher,Dallas Wings,1611661321,2008,7,12.7,87.5,12.5,85.7,42.9,0,0,14.3,0,42.9,83.3,16.7,0,0,83.3,16.7
LaToya Thomas,Dallas Wings,1611661321,2008,7,5.7,86.7,13.3,100,75,0,0,0,25,25,100,0,0,0,100,0
Nancy Lieberman,Dallas Wings,1611661321,2008,1,9.2,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0
Olayinka Sanni,Dallas Wings,1611661321,2008,31,10.5,98.8,1.2,77.4,7.5,0,1.9,22.6,17.9,69.8,75.6,24.4,0,0,75.6,24.4
Plenette Pierson,Dallas Wings,1611661321,2008,28,23.2,99.3,0.7,73.5,21.7,0,13.3,26.5,30.1,51.8,68,32,0,0,68,32
Shay Murphy,Dallas Wings,1611661321,2008,13,9.4,52.5,47.5,42.4,6.1,45.5,18.2,12.1,18.2,36.4,57.1,42.9,80,20,66.7,33.3
Sheri Sam,Dallas Wings,1611661321,2008,32,14.9,80.9,19.1,60.9,15.2,19.6,8.7,19.5,29.3,45.7,64.3,35.7,100,0,70.6,29.4
Stacey Lovelace,Dallas Wings,1611661321,2008,7,6.2,28.6,71.4,0,0,60,10,40,0,0,0,0,100,0,100,0
Taj McWilliams-Franklin,Dallas Wings,1611661321,2008,7,26.5,98.4,1.6,69.3,32,4,2.7,26.7,17.3,37.3,65.4,34.6,0,100,63,37
Tasha Humphrey,Dallas Wings,1611661321,2008,22,13.5,68.5,31.5,58.8,20,28.1,6.3,13.1,16.9,38.8,55.3,44.7,86.7,13.3,62.9,37.1
Wanisha Smith,Dallas Wings,1611661321,2008,1,0.2,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
Alexis Hornbuckle,Dallas Wings,1611661321,2009,32,26.5,70,30,52.6,20.7,35.2,18.3,12.2,22.5,31.9,42.9,57.1,88,12,56.8,43.2
Anna DeForge,Dallas Wings,1611661321,2009,7,16.2,77.8,22.2,100,80,0,0,0,20,20,80,20,0,0,80,20
Barbara Farris,Dallas Wings,1611661321,2009,13,8.5,100,0,23.5,0,0,5.9,76.5,35.3,23.5,50,50,0,0,50,50
Britany Miller,Dallas Wings,1611661321,2009,1,7.7,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0
Cheryl Ford,Dallas Wings,1611661321,2009,29,26,98.7,1.3,77.9,8.8,0,3.2,22.1,24.1,69.1,73.2,26.8,0,0,73.2,26.8
